DATE_REPORTED,KPI_GROUP1,OVERALL_TESTED_TST,TOTAL_RESIDENTS_TESTED_TST,TOTAL_POSITIVES_TST,NO_DEATH_TST,NO_RECOVERED_TST,KPI_GROUP2,TOTAL_ICU_BEDS_HOS,ICU_BEDS_AVAILABLE_HOS,TOTAL_VENTILATORS_HOS,VENTILATORS_IN_USE_HOS,VENTILATORS_AVAILABLE_HOS,TOTAL_COVID19_PATIS_DCHOS_HOS,TOTAL_COVID19_PATIENTS_ICU_HOS,TOTAL_COVID19_NON_DCHOS_HOS,KPI_GROUP3,TOTAL_POSITIVE_FEMS,TOTAL_POSITIVE_OUT_FEMS,PERSON_RETRND_TO_WORK_FEMS,PERSON_QUARANTINE_FEMS,OUT_POSITIVE_QUARANTINE_FEMS,RETURND_TO_WORK_FEMS,KPI_GROUP4,TOTAL_POSITIVE_PSMPD,TOTAL_POSITIVE_OUT_PSMPD,RECOVRD_RETURND_TO_WORK_PSMPD,PERSON_QUARANTINE_PSMPD,OUT_POSITIVE_QUARANTINE_PSMPD,RETURND_TO_WORK_PSMPD,LIVE_LOST_MPD,KPI_GROUP5,TOTAL_POSITIVE_PSDP,TOTAL_POSITIVE_OUT_PSDP,RECOVRD_RETURND_TO_WORK_PSDP,PERSON_QUARANTINE_PSDP,OUT_POSITIVE_QUARANTINE_PSDP,RETURND_TO_WORK_PSDP,LIVE_LOST_PERSONNEL_PSDP,KPI_GROUP6,TOTAL_POSITIVE_PSDR,TOTAL_POSITIVE_ISO_PSDR,RECOVRD_RES_PSDR,RES_QUARANTINE_PSDR,OUT_POSITIVE_QUARANTINE_PSDR,RETURND_TO_GP_PSDR,LIVE_LOST_RES_PSDR,KPI_GROUP7,TOTAL_POSITIVE_PSDYP,TOTAL_POSITIVE_OUT_PSDYP,RETURND_TO_WORK_PSDYP,PERSON_QUARANTINE_PSDYP,OUT_POSITIVE_QUARANTINE_PSDYP,RETURND_PER_TO_WORK_PSDYP,LIVE_LOST_PERSONNEL_PSDYP,KPI_GROUP8,TOTAL_POSITIVE_PSDYR,TOTAL_POSITIVE_OUT_PSDYR,RECOVRD_RES_PSDYR,RES_QUARANTINE_PSDYR,OUT_POSITIVE_QUARANTINE_PSDYR,NO_LONGER_ISO_QUAR_PSDYR,RETURND_TO_GP_PSDYR,KPI_GROUP9,TOTAL_POSITIVE_PSOUCP,TOTAL_POSITIVE_OUT_PSOUCP,RETURND_TO_WORK_PSOUCP,PERSON_QUARANTINE_PSOUCP,OUT_POSITIVE_QUARANTINE_PSOUCP,RETURND_PER_TO_WORK_PSOUCP,KPI_GROUP10,TOTAL_REMOTE_QTRN_SHELTER_DHS,TOTAL_REMOTE_QRTN_DHS,REMOTE_QUARN_SHELTER_DHS,LIVE_LOST_DHS,KPI_GROUP11,TOTAL_POSITIVE_SEHP,PERSON_QUARANTINE_SEHP,POSITIVE_OUT_QUARN_SEHP,RETURND_TO_WORK_SEHP,LIVE_LOST_SEHP,KPI_GROUP12,IIC_QRNT_ISLTD_POSITIVE_SEHI,IIC_QRNT_ISLTD_EXPO_SYM_SEHI,TOTAL_IIC_ISLD_QTRN_SEHI,TOTAL_RES_NOT_ISLTD_QRTN_SEHI,LIVE_LOST_SEHI,KPI_GROUP13,DDA_POSITIVE_HSDDS,DDA_RECOVERED_HSDDS,DDA_LIVE_LOST_HSDDS,KPI_GROUP14,TOTAL_POSITIVE_CFSA,PERSON_QUARANTINE_CFSA,RETURND_TO_WORK_CFSA,LIVE_LOST_CFSA,KPI_GROUP15,TOTAL_POSITIVE_DMVP,TOTAL_POSITIVE_OUT_DMVP,RECOVERED_RETURNED_WRK_DMVP,TOTAL_QUARN_DMVP,POSITIVE_OUT_QUARN_DMVP,RETURNED_TO_WORK_DMVP,LIVE_LOST_DMVP,KPI_GROUP16,TOTAL_POSITIVE_CONF_DCPSPWIP,TOTAL_RPRTD_PENDCONF_DCPSPWIP,TOTAL_CURR_QUARN_DCPSPWIP,KPI_GROUP17,TOTAL_POSITIVE_CONF_DCPSSPIPA,TOTAL_RPRTD_PENDCONF_DCPSSPIPA,TOTAL_CURR_QUARN_DCPSSPIPA,OBJECTID
2020/08/20 04:00:00+00,Testing,259058,164509,13469,602,10772,Hospitals,345,64,440,169,271,78,27,1920,Public Safety - FEMS,136,12,124,85,97,1960,Public Safety - MPD,232,40,191,61,101,1709,1,Public Safety - DOC - Personnel,97,5,91,4,9,308,1,Public Safety - DOC -Residents,213,2,203,73,75,1274,1,Public Safety - DYRS - Personnel,39,1,37,0,1,195,1,Public Safety - DYRS -Residents,16,1,15,78,76,0,0,Public Safety - OUC -Personnel,14,3,11,12,15,61,Human Services - DHS,338,50,49,21,Saint Elizabeths Hospital (SEH-Personnel) ,137,5,13,279,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),82,0,194,62,14,Human Services - DDS,241,190,33,Human Services - CFSA,18,10,70,1,DMV Personnel,8,2,4,2,2,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,167
2020/08/21 04:00:00+00,Testing,262440,166153,13534,604,10800,Hospitals,345,56,440,174,266,81,26,1879,Public Safety - FEMS,136,11,124,83,94,1960,Public Safety - MPD,232,40,193,59,97,1729,1,Public Safety - DOC - Personnel,97,5,91,1,6,312,1,Public Safety - DOC -Residents,213,2,203,80,82,1270,1,Public Safety - DYRS - Personnel,39,1,37,0,1,195,1,Public Safety - DYRS -Residents,16,1,15,75,75,0,0,Public Safety - OUC -Personnel,14,3,11,11,14,62,Human Services - DHS,338,50,47,21,Saint Elizabeths Hospital (SEH-Personnel) ,137,5,13,279,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),82,0,192,60,14,Human Services - DDS,241,190,33,Human Services - CFSA,18,10,70,1,DMV Personnel,8,2,4,2,2,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,168
2020/08/22 04:00:00+00,Testing,266046,167808,13590,604,10812,Hospitals,345,83,440,170,270,80,27,1837,Public Safety - FEMS,136,11,125,84,95,1967,Public Safety - MPD,232,38,193,59,97,1729,1,Public Safety - DOC - Personnel,97,5,91,1,6,312,1,Public Safety - DOC -Residents,213,2,203,80,82,1271,1,Public Safety - DYRS - Personnel,39,1,37,0,1,195,1,Public Safety - DYRS -Residents,16,1,15,77,78,0,0,Public Safety - OUC -Personnel,14,3,11,11,14,62,Human Services - DHS,338,57,55,21,Saint Elizabeths Hospital (SEH-Personnel) ,137,5,13,279,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),82,0,192,60,14,Human Services - DDS,241,190,33,Human Services - CFSA,18,10,70,1,DMV Personnel,8,2,4,2,2,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,169
2020/08/23 04:00:00+00,Testing,269401,169346,13639,604,10835,Hospitals,345,87,440,173,267,85,26,1816,Public Safety - FEMS,136,11,125,76,87,1968,Public Safety - MPD,232,38,193,59,97,1729,1,Public Safety - DOC - Personnel,97,5,91,1,6,312,1,Public Safety - DOC -Residents,213,2,203,85,87,1270,1,Public Safety - DYRS - Personnel,39,1,37,0,1,195,1,Public Safety - DYRS -Residents,16,1,15,77,78,0,0,Public Safety - OUC -Personnel,14,3,11,11,14,62,Human Services - DHS,338,50,48,21,Saint Elizabeths Hospital (SEH-Personnel) ,137,5,13,279,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),82,0,192,60,14,Human Services - DDS,241,190,33,Human Services - CFSA,18,10,70,1,DMV Personnel,8,2,4,2,2,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,170
2020/08/24 04:00:00+00,Testing,271622,170662,13684,604,10885,Hospitals,345,87,440,178,262,87,28,1818,Public Safety - FEMS,136,11,125,76,87,1972,Public Safety - MPD,232,38,195,77,113,1724,1,Public Safety - DOC - Personnel,97,5,91,0,5,313,1,Public Safety - DOC -Residents,213,1,204,85,86,1271,1,Public Safety - DYRS - Personnel,39,1,37,0,1,195,,Public Safety - DYRS -Residents,16,1,15,80,81,0,0,Public Safety - OUC -Personnel,14,3,11,11,14,62,Human Services - DHS,338,49,43,21,Saint Elizabeths Hospital (SEH-Personnel) ,137,5,13,279,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),82,0,192,60,14,Human Services - DDS,241,190,33,Human Services - CFSA,18,10,70,1,DMV Personnel,8,0,6,2,0,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,171
2020/08/25 04:00:00+00,Testing,273748,171613,13722,605,10923,Hospitals,345,56,440,185,255,77,25,1953,Public Safety - FEMS,136,10,126,69,79,1989,Public Safety - MPD,232,37,196,72,109,1740,1,Public Safety - DOC - Personnel,97,5,91,0,5,313,1,Public Safety - DOC -Residents,213,1,204,74,75,1086,1,Public Safety - DYRS - Personnel,39,1,39,0,1,195,1,Public Safety - DYRS -Residents,16,1,15,77,78,0,0,Public Safety - OUC -Personnel,14,3,11,11,14,62,Human Services - DHS,338,47,45,21,Saint Elizabeths Hospital (SEH-Personnel) ,137,5,13,279,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),82,0,192,60,14,Human Services - DDS,241,190,33,Human Services - CFSA,18,10,70,1,DMV Personnel,8,0,6,2,0,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,172
2020/08/26 04:00:00+00,Testing,276704,172898,13794,605,10986,Hospitals,345,57,440,181,259,83,24,1971,Public Safety - FEMS,136,10,126,79,89,1999,Public Safety - MPD,232,34,197,65,99,1750,1,Public Safety - DOC - Personnel,97,5,91,0,5,313,1,Public Safety - DOC -Residents,213,1,204,81,82,1282,1,Public Safety - DYRS - Personnel,39,2,39,0,2,195,1,Public Safety - DYRS -Residents,16,1,15,77,78,0,0,Public Safety - OUC -Personnel,14,3,11,9,14,64,Human Services - DHS,338,40,38,21,Saint Elizabeths Hospital (SEH-Personnel) ,139,5,15,280,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),82,0,192,60,14,Human Services - DDS,242,190,33,Human Services - CFSA,18,10,70,1,DMV Personnel,8,0,6,2,0,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,173
2020/08/27 04:00:00+00,Testing,281549,175106,13851,605,11010,Hospitals,345,65,440,183,257,83,22,2009,Public Safety - FEMS,136,10,126,75,85,1999,Public Safety - MPD,235,27,207,63,90,1754,1,Public Safety - DOC - Personnel,97,5,91,0,5,313,1,Public Safety - DOC -Residents,213,1,204,79,80,1287,1,Public Safety - DYRS - Personnel,39,1,37,0,1,195,1,Public Safety - DYRS -Residents,16,1,15,76,77,0,0,Public Safety - OUC -Personnel,14,3,11,8,11,65,Human Services - DHS,338,51,37,21,Saint Elizabeths Hospital (SEH-Personnel) ,140,6,15,280,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),83,1,192,60,14,Human Services - DDS,242,190,33,Human Services - CFSA,18,10,70,1,DMV Personnel,8,0,6,2,0,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,174
2020/08/28 04:00:00+00,Testing,285756,177109,13925,605,11046,Hospitals,345,55,440,180,260,76,25,1952,Public Safety - FEMS,137,11,126,77,88,2003,Public Safety - MPD,235,26,208,45,71,1782,1,Public Safety - DOC - Personnel,97,5,91,0,5,313,1,Public Safety - DOC -Residents,213,1,204,71,72,1299,1,Public Safety - DYRS - Personnel,39,1,37,0,1,195,1,Public Safety - DYRS -Residents,16,1,15,77,78,0,0,Public Safety - OUC -Personnel,14,3,11,8,11,65,Human Services - DHS,338,52,38,21,Saint Elizabeths Hospital (SEH-Personnel) ,140,6,15,280,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),83,1,192,60,14,Human Services - DDS,243,198,33,Human Services - CFSA,18,10,70,1,DMV Personnel,8,0,6,2,0,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,175
2020/08/29 04:00:00+00,Testing,288089,178083,13959,606,11087,Hospitals,345,53,440,186,254,69,24,1937,Public Safety - FEMS,139,13,126,50,63,2005,Public Safety - MPD,235,26,208,45,71,1782,1,Public Safety - DOC - Personnel,97,5,91,0,5,313,1,Public Safety - DOC -Residents,213,0,205,73,73,1300,1,Public Safety - DYRS - Personnel,39,1,37,0,1,195,1,Public Safety - DYRS -Residents,16,1,15,77,78,0,0,Public Safety - OUC -Personnel,14,3,11,8,11,65,Human Services - DHS,338,53,52,21,Saint Elizabeths Hospital (SEH-Personnel) ,140,6,15,280,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),83,1,192,60,14,Human Services - DDS,243,198,33,Human Services - CFSA,18,10,70,1,DMV Personnel,8,0,6,2,0,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,176
2020/08/30 04:00:00+00,Testing,290682,179339,13992,607,11105,Hospitals,345,61,440,185,255,70,21,1866,Public Safety - FEMS,139,13,126,86,99,2018,Public Safety - MPD,235,26,208,45,71,1782,1,Public Safety - DOC - Personnel,91,5,91,0,5,313,1,Public Safety - DOC -Residents,213,0,205,75,75,1303,1,Public Safety - DYRS - Personnel,39,1,37,0,1,195,1,Public Safety - DYRS -Residents,16,1,15,77,78,0,0,Public Safety - OUC -Personnel,14,3,11,7,10,66,Human Services - DHS,338,53,52,21,Saint Elizabeths Hospital (SEH-Personnel) ,140,6,15,280,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),83,1,192,60,14,Human Services - DDS,243,198,33,Human Services - CFSA,18,10,70,1,DMV Personnel,8,0,6,2,0,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,177
2020/08/31 04:00:00+00,Testing,292844,180494,14049,607,11150,Hospitals,345,76,440,184,256,71,22,1846,Public Safety - FEMS,139,13,126,74,87,2020,Public Safety - MPD,235,22,212,63,87,1803,1,Public Safety - DOC - Personnel,91,5,91,0,5,313,1,Public Safety - DOC -Residents,213,0,205,75,75,1378,1,Public Safety - DYRS - Personnel,39,1,37,0,1,196,1,Public Safety - DYRS -Residents,16,1,15,79,80,0,0,Public Safety - OUC -Personnel,14,0,14,11,11,66,Human Services - DHS,339,53,55,21,Saint Elizabeths Hospital (SEH-Personnel) ,140,3,14,281,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),83,1,192,0,14,Human Services - DDS,244,198,33,Human Services - CFSA,18,10,70,1,DMV Personnel,8,0,6,2,0,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,178
2020/09/01 04:00:00+00,Testing,294797,181300,14077,608,11211,Hospitals,345,60,440,196,244,73,22,2089,Public Safety - FEMS,139,12,127,67,79,2030,Public Safety - MPD,236,22,213,58,80,1810,1,Public Safety - DOC - Personnel,97,4,92,0,4,314,1,Public Safety - DOC -Residents,213,0,205,80,80,1295,1,Public Safety - DYRS - Personnel,39,1,37,0,1,196,1,Public Safety - DYRS -Residents,16,1,15,80,81,0,0,Public Safety - OUC -Personnel,14,0,14,6,6,71,Human Services - DHS,340,57,53,21,Saint Elizabeths Hospital (SEH-Personnel) ,140,3,14,281,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),83,1,194,60,14,Human Services - DDS,245,198,33,Human Services - CFSA,18,10,70,1,DMV Personnel,8,0,6,2,0,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,179
2020/09/02 04:00:00+00,Testing,298759,182922,14135,609,11254,Hospitals,345,58,440,185,255,76,23,2040,Public Safety - FEMS,140,13,127,82,95,2035,Public Safety - MPD,236,22,211,58,80,1834,1,Public Safety - DOC - Personnel,97,4,92,0,4,314,1,Public Safety - DOC -Residents,213,0,205,96,96,1293,1,Public Safety - DYRS - Personnel,39,1,37,0,1,196,1,Public Safety - DYRS -Residents,16,1,15,81,82,0,0,Public Safety - OUC -Personnel,15,1,14,6,7,72,Human Services - DHS,340,66,64,21,Saint Elizabeths Hospital (SEH-Personnel) ,140,2,14,281,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),83,1,194,60,14,Human Services - DDS,247,198,33,Human Services - CFSA,18,10,70,1,DMV Personnel,8,0,6,2,0,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,180
2020/09/03 04:00:00+00,Testing,303351,184919,14186,611,11297,Hospitals,345,81,440,184,256,75,23,1999,Public Safety - FEMS,140,13,127,93,106,2040,Public Safety - MPD,238,22,216,53,75,1840,1,Public Safety - DOC - Personnel,97,2,94,0,2,316,1,Public Safety - DOC -Residents,214,1,205,98,99,1300,1,Public Safety - DYRS - Personnel,39,1,37,0,1,197,1,Public Safety - DYRS -Residents,16,1,15,84,85,0,0,Public Safety - OUC -Personnel,15,1,14,4,5,74,Human Services - DHS,341,67,63,21,Saint Elizabeths Hospital (SEH-Personnel) ,141,2,14,282,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),83,1,196,60,14,Human Services - DDS,247,198,33,Human Services - CFSA,18,10,70,1,DMV Personnel,8,0,6,2,0,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,181
2020/09/04 04:00:00+00,Testing,307864,186236,14238,611,11323,Hospitals,345,70,440,187,253,80,22,1947,Public Safety - FEMS,140,13,127,97,110,2040,Public Safety - MPD,238,22,216,50,72,1840,1,Public Safety - DOC - Personnel,97,2,94,0,2,316,1,Public Safety - DOC -Residents,214,1,205,100,101,1301,1,Public Safety - DYRS - Personnel,39,1,37,0,1,197,1,Public Safety - DYRS -Residents,16,1,15,77,78,0,0,Public Safety - OUC -Personnel,15,1,14,4,5,74,Human Services - DHS,342,58,55,21,Saint Elizabeths Hospital (SEH-Personnel) ,141,2,14,282,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),83,1,196,59,14,Human Services - DDS,247,198,33,Human Services - CFSA,18,10,70,1,DMV Personnel,8,0,6,2,0,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,182
2020/09/05 04:00:00+00,Testing,311510,187619,14279,611,11355,Hospitals,345,79,440,185,255,80,24,1859,Public Safety - FEMS,140,13,127,97,110,2040,Public Safety - MPD,238,22,216,50,72,1846,1,Public Safety - DOC - Personnel,97,2,94,0,2,316,1,Public Safety - DOC -Residents,214,1,205,97,98,1300,1,Public Safety - DYRS - Personnel,39,1,37,0,1,197,1,Public Safety - DYRS -Residents,16,1,15,75,76,0,0,Public Safety - OUC -Personnel,15,1,14,3,4,75,Human Services - DHS,342,60,56,21,Saint Elizabeths Hospital (SEH-Personnel) ,141,2,14,282,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),83,1,195,59,14,Human Services - DDS,247,198,33,Human Services - CFSA,18,10,70,1,DMV Personnel,8,0,6,2,0,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,183
2020/09/06 04:00:00+00,Testing,313715,189267,14315,611,11366,Hospitals,345,67,440,188,252,85,23,1813,Public Safety - FEMS,140,13,127,97,110,2040,Public Safety - MPD,238,22,216,50,72,1846,1,Public Safety - DOC - Personnel,97,2,94,0,2,316,1,Public Safety - DOC -Residents,214,1,205,107,108,1304,1,Public Safety - DYRS - Personnel,39,1,37,0,1,197,1,Public Safety - DYRS -Residents,16,1,15,76,77,0,0,Public Safety - OUC -Personnel,15,1,14,3,4,75,Human Services - DHS,341,62,56,21,Saint Elizabeths Hospital (SEH-Personnel) ,141,2,14,282,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),83,1,195,59,14,Human Services - DDS,247,198,33,Human Services - CFSA,18,10,70,1,DMV Personnel,8,0,6,2,0,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,184
2020/09/07 04:00:00+00,Testing,316598,190316,14362,611,11414,Hospitals,345,66,440,175,265,85,21,1824,Public Safety - FEMS,140,13,127,97,110,2040,Public Safety - MPD,238,22,218,47,69,1850,1,Public Safety - DOC - Personnel,97,2,94,0,2,316,1,Public Safety - DOC -Residents,214,1,205,108,109,1304,1,Public Safety - DYRS - Personnel,39,1,37,0,1,197,1,Public Safety - DYRS -Residents,16,1,15,76,77,0,0,Public Safety - OUC -Personnel,15,1,14,3,4,75,Human Services - DHS,342,64,50,21,Saint Elizabeths Hospital (SEH-Personnel) ,141,2,14,282,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),83,1,195,59,14,Human Services - DDS,249,198,33,Human Services - CFSA,18,10,70,1,DMV Personnel,8,0,6,2,0,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,185
2020/09/08 04:00:00+00,Testing,317660,190735,14387,615,11452,Hospitals,345,72,440,172,268,93,21,1927,Public Safety - FEMS,141,12,128,77,89,2093,Public Safety - MPD,240,22,218,50,72,1853,1,Public Safety - DOC - Personnel,97,1,95,0,1,317,1,Public Safety - DOC -Residents,214,1,205,112,113,1309,1,Public Safety - DYRS - Personnel,39,1,37,0,1,197,1,Public Safety - DYRS -Residents,16,0,16,79,79,0,0,Public Safety - OUC -Personnel,15,1,14,5,6,75,Human Services - DHS,342,64,48,21,Saint Elizabeths Hospital (SEH-Personnel) ,141,2,14,282,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),83,1,195,59,14,Human Services - DDS,249,198,33,Human Services - CFSA,18,10,70,1,DMV Personnel,8,0,6,2,0,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,186
2020/09/09 04:00:00+00,Testing,319188,190996,14412,616,11498,Hospitals,345,63,440,180,260,87,20,2029,Public Safety - FEMS,141,12,129,70,82,2108,Public Safety - MPD,240,20,219,49,69,1878,1,Public Safety - DOC - Personnel,97,1,95,0,1,317,1,Public Safety - DOC -Residents,214,1,205,102,103,1316,1,Public Safety - DYRS - Personnel,39,1,37,0,1,197,1,Public Safety - DYRS -Residents,16,0,16,78,78,0,0,Public Safety - OUC -Personnel,16,2,14,8,10,74,Human Services - DHS,342,69,47,21,Saint Elizabeths Hospital (SEH-Personnel) ,141,2,12,284,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),83,1,195,59,14,Human Services - DDS,249,198,33,Human Services - CFSA,18,10,70,1,DMV Personnel,8,0,6,2,0,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,187
2020/09/10 04:00:00+00,Testing,321436,193856,14493,616,11526,Hospitals,345,72,440,176,264,95,25,2083,Public Safety - FEMS,141,12,130,78,90,2115,Public Safety - MPD,240,19,220,39,58,1891,1,Public Safety - DOC - Personnel,97,1,95,0,1,317,1,Public Safety - DOC -Residents,214,1,205,102,103,1316,1,Public Safety - DYRS - Personnel,39,1,37,0,1,197,1,Public Safety - DYRS -Residents,16,0,16,77,77,0,0,Public Safety - OUC -Personnel,16,2,14,8,10,74,Human Services - DHS,344,69,53,21,Saint Elizabeths Hospital (SEH-Personnel) ,141,2,12,284,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),83,1,195,59,14,Human Services - DDS,249,198,33,Human Services - CFSA,18,10,70,1,DMV Personnel,8,0,6,2,0,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,188
2020/09/11 04:00:00+00,Testing,327437,194043,14552,616,11561,Hospitals,345,66,440,179,261,98,24,2105,Public Safety - FEMS,143,10,133,82,92,2118,Public Safety - MPD,241,17,223,37,54,1895,1,Public Safety - DOC - Personnel,97,1,95,0,1,317,0,Public Safety - DOC -Residents,215,2,205,102,104,1311,1,Public Safety - DYRS - Personnel,39,0,38,0,0,198,1,Public Safety - DYRS -Residents,16,0,16,76,76,0,0,Public Safety - OUC -Personnel,16,2,14,8,10,74,Human Services - DHS,344,67,49,21,Saint Elizabeths Hospital (SEH-Personnel) ,141,2,12,284,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),83,1,190,55,14,Human Services - DDS,249,198,33,Human Services - CFSA,18,10,70,1,DMV Personnel,8,0,6,2,0,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,189
2020/09/12 04:00:00+00,Testing,330641,195160,14592,616,11574,Hospitals,345,66,440,197,243,88,23,1981,Public Safety - FEMS,144,12,132,100,112,2128,Public Safety - MPD,241,17,223,37,54,1895,1,Public Safety - DOC - Personnel,97,1,95,0,1,317,1,Public Safety - DOC -Residents,215,2,205,100,102,1313,1,Public Safety - DYRS - Personnel,39,0,38,0,0,198,1,Public Safety - DYRS -Residents,16,0,16,76,76,0,0,Public Safety - OUC -Personnel,16,2,14,8,10,74,Human Services - DHS,344,68,51,21,Saint Elizabeths Hospital (SEH-Personnel) ,141,2,12,284,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),83,1,190,56,14,Human Services - DDS,250,198,33,Human Services - CFSA,18,10,70,1,DMV Personnel,8,0,6,2,0,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,190
2020/09/13 04:00:00+00,Testing,332148,195691,14622,616,11592,Hospitals,345,56,440,180,260,91,22,1924,Public Safety - FEMS,144,12,132,100,112,2128,Public Safety - MPD,241,17,223,37,54,1895,1,Public Safety - DOC - Personnel,97,1,95,0,1,317,1,Public Safety - DOC -Residents,215,2,205,108,110,1316,1,Public Safety - DYRS - Personnel,39,0,38,0,0,198,1,Public Safety - DYRS -Residents,16,0,16,76,76,0,0,Public Safety - OUC -Personnel,17,3,14,8,11,74,Human Services - DHS,344,70,53,21,Saint Elizabeths Hospital (SEH-Personnel) ,141,2,12,284,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),83,1,190,56,14,Human Services - DDS,251,198,33,Human Services - CFSA,18,10,70,1,DMV Personnel,8,0,6,2,0,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,191
2020/09/14 04:00:00+00,Testing,336280,197726,14687,616,11630,Hospitals,345,62,440,178,262,89,23,1968,Public Safety - FEMS,145,11,134,95,106,2136,Public Safety - MPD,243,18,224,35,53,1902,1,Public Safety - DOC - Personnel,98,1,96,0,1,318,1,Public Safety - DOC -Residents,215,2,205,107,109,1317,1,Public Safety - DYRS - Personnel,39,0,38,0,0,198,1,Public Safety - DYRS -Residents,16,0,16,79,79,0,0,Public Safety - OUC -Personnel,17,3,14,8,11,74,Human Services - DHS,344,82,64,21,Saint Elizabeths Hospital (SEH-Personnel) ,141,2,10,286,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),83,1,191,56,14,Human Services - DDS,252,198,33,Human Services - CFSA,18,10,70,1,DMV Personnel,8,0,6,2,0,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,192
2020/09/15 04:00:00+00,Testing,338241,198409,14743,617,11691,Hospitals,345,62,440,187,253,91,24,2091,Public Safety - FEMS,146,12,134,93,105,2137,Public Safety - MPD,243,18,225,30,48,1908,1,Public Safety - DOC - Personnel,98,1,96,0,1,3018,1,Public Safety - DOC -Residents,215,2,205,101,103,1326,1,Public Safety - DYRS - Personnel,39,0,38,0,0,198,1,Public Safety - DYRS -Residents,16,0,16,77,77,0,0,Public Safety - OUC -Personnel,17,3,14,8,11,74,Human Services - DHS,345,80,59,21,Saint Elizabeths Hospital (SEH-Personnel) ,141,2,10,286,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),83,1,191,56,14,Human Services - DDS,252,198,33,Human Services - CFSA,18,10,70,1,DMV Personnel,8,0,6,2,0,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,193
